State,FIPS,County,Veteran Population,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients
NV,32011,EUREKA,172.08,552112.23,148908.3,0,0,0,0,12404.47,390799.46,37.02
NV,32013,HUMBOLDT,1361.18,5293719.52,1888044.24,0,85649.26,0,0,17674.56,3302351.46,311.13
NV,32015,LANDER,523.56,996927.11,310583.59,0,17092.2,0,0,147.17,669104.16,76.03
NV,32017,LINCOLN,515.32,1721290,840264.84,0,39463.86,0,0,2293.83,839267.48,87.04
NV,32019,LYON,6405.9,28415155.26,11756611.82,0,599981.16,0,0,245795.39,15812766.88,1983.86
NV,32021,MINERAL,663.21,3401374.18,1855728.83,0,30563.96,0,0,16836.02,1498245.38,219.09
NV,32023,NYE,5566.17,34140287.3,15753909.46,0,423478.95,0,0,293044.04,17669854.86,2457.06
NV,32027,PERSHING,683.59,1916539.37,822536.87,0,38055.99,0,0,44487.89,1011458.62,138.06
NV,32029,STOREY,662.23,2358211.61,857658.42,0,91361.17,0,0,40009.66,1369182.36,169.07
NV,32031,WASHOE,38126.4,185540575.6,61479178.32,3217074.23,6529459.41,0,10356302.91,1994565.8,101963994.9,11110.8
NV,32033,WHITE PINE,1184.33,4464847.3,1699251.12,0,44462.89,0,0,17534.53,2703598.75,330.14
NV,32510,CARSON CITY,6704.13,23144847.14,9919763.56,0,616465.06,0,0,526004.14,12082614.38,1597.69
NH,33001,BELKNAP,6642.35,26072948.28,12546684.78,0,588203.08,0,0,819634.3,12118426.12,1628.7
NH,33003,CARROLL,6220.23,17504175.68,9643096.68,0,214059.43,0,0,469952.71,7177066.86,1244.54
NH,33005,CHESHIRE,7625.12,24578625.25,12313110.34,0,601700.78,0,0,365877.83,11297936.3,1588.69
NH,33007,COOS,3706.63,15754346.15,7174349.32,0,275817.41,0,0,255495.9,8048683.52,1374.59
NH,33009,GRAFTON,8654.89,33781977.73,15296412.87,0,729547.84,0,0,880653.94,16875363.08,2409.04
NH,33011,HILLSBOROUGH,37212.93,135349229.4,53133805.1,2193234.79,9042040.81,0,8845350.42,2305257.29,59829541.02,6764.92
NH,33013,MERRIMACK,14829.92,47321789.99,23885549.48,0,1338713.56,0,0,986284.67,21111242.28,2668.15
NH,33015,ROCKINGHAM,28326.4,84306721.7,40780948.32,0,6405297.31,0,0,1887422.64,35233053.42,4537.96
NH,33017,STRAFFORD,12048.34,37310728.7,21446916.41,0,1520337.68,0,0,854919.24,13488555.37,2095.91
NH,33019,SULLIVAN,4361.88,24608476.63,9144575.03,0,1127613.88,0,0,176050.61,14160237.12,1545.67
NJ,34001,ATLANTIC,15630.42,52392257.51,28841755.34,0,6451391.73,0,0,1711448.91,15387661.53,3135.35
NJ,34003,BERGEN,40671.33,104904087.9,53802929.93,0,7096342.51,0,0,7273012.87,36731802.63,7388.19
NJ,34005,BURLINGTON,35629.44,118702269.1,77057135.4,308658.22,5993308.38,0,2055057.98,3242831.25,30045277.83,5330.3
NJ,34007,CAMDEN,31525.3,97885031.24,53211710.92,0,8078452.51,0,0,2675756.7,33919111.12,4909.12
NJ,34009,CAPE MAY,8756.49,25716541.4,13835311.77,0,2883856.77,0,0,1015295.51,7982077.35,1713.74
NJ,34011,CUMBERLAND,9178.84,29083474.51,15156217.48,0,3893997.84,0,0,343030.05,9690229.14,1678.73
NJ,34013,ESSEX,28720.98,187402619.4,53659765.95,2131163.89,7831014.89,0,15348355.07,3485746.85,104946572.8,7053.05
NJ,34015,GLOUCESTER,20033.63,55522285.14,32587178.68,0,2185888.25,0,0,1174921.7,19574296.5,3500.51
NJ,34017,HUDSON,16301.49,59923994.03,24020908.66,0,6665171.52,0,0,1579275.05,27658638.8,2855.23
NJ,34019,HUNTERDON,8523.25,14652364.86,7606709.36,0,522426.72,0,0,946728.55,5576500.23,749.32
NJ,34021,MERCER,18882.32,44571601.09,25308087.25,0,2607795.02,0,0,1948586.84,14707131.99,2042.88
NJ,34023,MIDDLESEX,36391.62,99540536.07,49572566.84,0,3653960.86,0,0,4161978.3,42152030.07,5498.38
NJ,34025,MONMOUTH,37930.49,90350429.34,53514013.93,0,3012310.02,0,0,4378985.87,29445119.52,4821.08
NJ,34027,MORRIS,27188.8,54134719.83,25449557.97,0,1530893.08,0,0,4205050.66,22949218.13,3555.54
NJ,34029,OCEAN,50183,134005853.6,81664201.05,0,3401513.07,0,0,5578297.75,43361841.72,9573.14
NJ,34031,PASSAIC,18279.26,51612538.94,23946409.08,0,5104856.14,0,0,2447042.7,20114231.01,3222.39
NJ,34033,SALEM,5196.72,14328769.32,7226418.66,0,545623.8,0,0,229742.63,6326984.23,832.36
NJ,34035,SOMERSET,13962.85,79628028.68,19498714.65,0,1078833.82,0,1229130.69,1788955.06,56032394.46,2492.08
NJ,34037,SUSSEX,10063.51,21227522.37,10539574.83,0,777785.01,0,0,898719.66,9011442.87,1269.55
NJ,34039,UNION,22612.86,84457373.36,33342073.68,0,6746341.03,0,0,3045487.89,41323470.76,4133.79
NJ,34041,WARREN,8057.25,17921790.66,10325405.52,0,414689.28,0,0,641467.39,6540228.47,917.4
NM,35001,BERNALILLO,56148.37,394195125.4,182018286.6,3157366.33,15938568.13,0,12427866.22,4974683.2,175678355,15634.76
NM,35003,CATRON,461.54,2665070.77,1615093.68,0,17875.17,0,0,12943.55,1019158.37,194.08
NM,35005,CHAVES,5194.95,21332370.93,12392011.72,0,654465.31,0,0,310382.54,7975511.35,1273.55
NM,35006,CIBOLA,2822.93,13519479.52,7423456.18,0,364032.8,0,0,40662,5691328.54,652.28
NM,35007,COLFAX,1499.97,8971347.09,5118177.81,0,72416.73,0,0,37703.07,3743049.47,585.25
NM,35009,CURRY,4784.91,24474880.14,14890928.54,0,1425451.41,0,0,289982.45,7868517.73,1409.61
NM,35011,DE BACA,210.81,1089884.62,625865.74,0,0,0,0,15191.56,448827.31,69.03
NM,35013,DONA ANA,14048.37,66120411.68,39949852.92,0,5227973.87,0,0,939448.96,20003135.92,3545.53
NM,35015,EDDY,4133.2,13737919.05,7984935.19,0,337072.18,0,0,182342.96,5233568.73,1052.45
NM,35017,GRANT,3544.03,17339996.87,10123994.32,296466.04,515390.88,0,0,135430.91,6268714.73,1218.53
NM,35019,GUADALUPE,457.91,3057726.22,1776949.27,0,39239.35,0,0,1203.69,1240333.91,157.07
NM,35021,HARDING,76.74,924375.31,263001.66,0,11742.85,0,0,25028.27,624602.54,46.02
NM,35023,HIDALGO,392.15,1430824.53,667870.07,0,22784.83,0,0,31287.09,708882.53,104.04
NM,35025,LEA,3396.5,13193714.99,6874060.99,0,440327.06,0,0,171727.91,5707599.03,930.4
NM,35027,LINCOLN,2793.83,9759419.63,5870300.05,0,252011.52,0,0,227270.65,3409837.41,626.27
NM,35028,LOS ALAMOS,1833.91,2507399.82,1642936.07,0,154031.01,0,0,184627.64,525805.09,117.05
NM,35029,LUNA,2378.64,10602195.29,6187889.59,0,227138.19,0,0,126773.52,4060394,689.3
NM,35031,MC KINLEY,4237.75,19687813.09,11156365.19,0,938227.62,0,0,78849.11,7514371.16,1039.45
NM,35033,MORA,473.63,4739767.95,3067895.3,0,133671.37,0,0,106351.78,1431849.5,220.1
NM,35035,OTERO,8164.56,39174400.11,25973074.35,0,2380580.81,0,0,617200.97,10203543.97,2100.91
NM,35037,QUAY,1052.45,7069721.23,3587561.44,0,111611.43,0,0,58699.01,3311849.34,393.17
NM,35039,RIO ARRIBA,3523.78,16301364.33,9846352.06,0,338248.8,0,0,120416.15,5996347.31,841.36
NM,35041,ROOSEVELT,1473.99,5781873.28,3336398.98,0,506486.22,0,0,28238.13,1910749.96,340.15
NM,35043,SANDOVAL,11626.12,64002760.47,37274840.12,0,2655527.71,0,0,819204.83,23253187.8,2938.27
NM,35045,SAN JUAN,10382.72,30919599.43,17626935.07,0,1766498.89,0,0,586514.24,10939651.22,1770.77
NM,35047,SAN MIGUEL,2469.04,17035993.23,10540192.21,0,491728.57,0,0,58956.19,5945116.26,824.36
NM,35049,SANTA FE,11669.6,46273456.52,28291044.42,0,1012114.63,0,1434403.21,1246051.41,14289842.84,2490.08
NM,35051,SIERRA,2325.46,15346792.82,7973928.52,0,37647.32,0,0,85453.23,7249763.74,911.39
NM,35053,SOCORRO,1854.83,9890060.25,5765375.27,0,228245.44,0,0,52769.2,3843670.34,476.21
NM,35055,TAOS,3193.8,17712339.68,11445118.96,0,339292.07,0,0,155905.68,5772022.96,946.41
NM,35057,TORRANCE,2101.89,12928770.75,6837622.04,0,177400.27,0,0,48817.87,5864930.57,536.23
NM,35059,UNION,243.97,2289089.54,1032753.56,0,9565.82,0,0,42966.93,1203803.23,143.06
NM,35061,VALENCIA,7593.35,45771088.56,23298786.82,0,1375968.05,0,0,385081.83,20711251.87,2124.92
NY,36001,ALBANY,20347.57,119390598.2,32056655.71,4415136.68,11209759.15,0,6155473.75,1613813.32,63939759.55,4867.1
NY,36003,ALLEGANY,4576.23,21732704.39,9200338.47,0,479851.26,0,0,205681.92,11846832.74,1517.66
NY,36005,BRONX,38390.54,244821324.3,65639958.22,118270.59,8097859.3,0,4370845.87,2016822.64,164577567.7,10339.47
NY,36007,BROOME,15453.84,43605386.48,24467451.27,0,1855408.4,0,0,1036470.14,16246056.67,3435.48
NY,36009,CATTARAUGUS,8041.65,31586152.83,17217240.97,0,709740.27,0,0,350735.86,13308435.72,2239.97
NY,36011,CAYUGA,6828.42,28061475.17,11950249.55,0,642574.25,0,0,583518.09,14885133.29,1837.79
NY,36013,CHAUTAUQUA,11674.83,47589196.44,22838144.87,0,1552865.14,0,0,872473.92,22325712.52,3799.64
NY,36015,CHEMUNG,8085.1,38280433.66,17584829.55,0,832050.6,0,0,613497.28,19250056.23,2651.15
NY,36017,CHENANGO,4767.84,16490594.7,9097206.66,0,393528.01,0,0,363073.25,6636786.78,986.43
NY,36019,CLINTON,7089.5,28089125.35,18043352.8,0,898347.96,0,0,465824.2,8681600.4,1979.86
NY,36021,COLUMBIA,5666.04,24334297.01,7306388.08,0,4808658.51,0,0,733587.66,11485662.76,1127.49
NY,36023,CORTLAND,3491.62,14204819.12,5460816.41,0,433208.47,0,0,256245.02,8054549.21,1056.46
NY,36025,DELAWARE,4268.51,13958163.11,6512395.72,0,551105.03,0,0,302868.35,6591794.01,880.38
NY,36027,DUTCHESS,20299.57,90681938.62,25776682.94,0,5223616.26,0,449506.99,1346144.69,57885987.75,4632
NY,36029,ERIE,71963.41,388856588.6,138073833.2,14358395.61,10234030.92,0,42581428.61,7101871.59,176507028.7,18731.09
NY,36031,ESSEX,4217.07,11167456.07,6765647.73,0,250389.76,0,0,169841.09,3981577.5,909.39
NY,36033,FRANKLIN,4148.19,13325116.16,8144033.65,0,364154.33,0,0,140091.92,4676836.26,990.43
NY,36035,FULTON,5022.27,15650333.01,8452238.55,0,466862.36,0,0,130925.11,6600306.98,996.43
NY,36037,GENESEE,5090.15,26948206.08,10512011.76,0,609980.97,0,279786.47,277421.33,15269005.54,1799.78
NY,36039,GREENE,4360.71,20390292.61,7827600.56,0,983484.31,0,0,252765.68,11326442.06,1171.51
NY,36041,HAMILTON,662.15,1282086.02,589858.24,0,20785.07,0,0,135281.02,536161.69,97.04
NY,36043,HERKIMER,6034.55,19277698.29,10975869.87,0,465612.1,0,0,248955.56,7587260.76,1210.52
NY,36045,JEFFERSON,11167.93,49437817.76,29107277.89,0,3949673.78,0,0,394685.18,15986180.9,3055.32
NY,36047,KINGS,54286.59,330309024.3,103952684.3,275209.8,10856906.65,0,0,5042423.73,210181799.9,13377.78
NY,36049,LEWIS,2452.32,7797763.3,4407357.68,0,269839.7,0,0,110277.9,3010288.02,656.28
NY,36051,LIVINGSTON,5259.51,19368178.91,7250283.29,0,415174.27,0,0,392904.77,11309816.58,1250.54
NY,36053,MADISON,5466.1,21738729.28,9175442.9,0,765670.56,0,0,356825.41,11440790.41,1315.57
NY,36055,MONROE,49358.73,139284326.5,63689912.71,0,6019297.16,0,0,5121523.26,64453593.33,10541.56
NY,36057,MONTGOMERY,4387.54,15310744.91,8287905.15,0,437948.55,0,0,393097.01,6191794.2,865.37
NY,36059,NASSAU,71558.73,169566876.2,76022010.06,0,4841508.98,0,0,12939016.16,75764341.03,12648.47
NY,36061,NEW YORK,44006.65,280414910.3,66488567.59,886516.44,15712209.38,0,44721067.65,8626144.8,143980404.5,10015.33
NY,36063,NIAGARA,17818.05,66317493.37,31985160.51,0,2288847.33,0,0,1620555.14,30422930.39,4296.86
NY,36065,ONEIDA,19779.83,72413743.65,41181538.79,0,2089621.83,0,0,1617938.93,27524644.1,4609.99
NY,36067,ONONDAGA,30472.01,174409764.7,56017050.47,828177.95,4851634.56,0,5266239.84,2999016.85,104447645.1,9051.91
NY,36069,ONTARIO,8129.25,62064512.6,16080241.01,0,1087439.43,0,1883726.54,632974.62,42380131,2956.28
NY,36071,ORANGE,23715.24,86996777.74,39487649.92,0,2700274.22,0,0,1363143.98,43445709.62,4963.14
NY,36073,ORLEANS,3453,14622247.5,7218389.38,0,360396.33,0,0,165715.73,6877746.06,897.39
NY,36075,OSWEGO,10550.74,47055139.59,17939616.92,0,1475285.57,0,0,408906.01,27231331.09,3040.31
NY,36077,OTSEGO,4835.66,16566493.32,9625268.07,0,498440.05,0,0,321466.8,6121318.39,933.4
NY,36079,PUTNAM,6631.97,15829239.07,6579172.61,0,334255.45,0,0,557584.09,8358226.93,1062.46
NY,36081,QUEENS,63577.29,269688978.3,91807754.93,0,25800151.82,0,0,6638893.48,145442178.1,11926.15
NY,36083,RENSSELAER,11526.99,45451590.42,17704030.71,0,1606678.08,0,0,1053546.52,25087335.11,2733.18
NY,36085,RICHMOND,25008.79,78928073.56,33643073.31,0,7372744.08,0,0,1936747.81,35975508.37,3723.61
NY,36087,ROCKLAND,13706.82,37667702.43,18726587.87,0,981107.97,0,0,1871489.85,16088516.74,3228.4
NY,36089,ST. LAWRENCE,9322.22,35165920.77,21343058.29,0,1312968.35,0,0,424357.79,12085536.34,2378.03
NY,36091,SARATOGA,17719.4,47180995.41,23115884.72,0,2065677.8,0,0,1258779.7,20740653.18,3323.44
NY,36093,SCHENECTADY,11869.63,38686391.14,15837694.85,0,4631297.55,0,0,1438843.54,16778555.2,2327.01
NY,36095,SCHOHARIE,2962.68,10167544.37,4093493.94,0,251171.72,0,0,130486.15,5692392.57,619.27
NY,36097,SCHUYLER,1934.34,7152647.19,2985380.37,0,124666.04,0,0,86920.82,3955679.97,531.23
NY,36099,SENECA,2785.6,13729348.71,6142882.43,0,239106.49,0,0,111161.86,7236197.94,813.35
NY,36101,STEUBEN,8680.89,65241922.08,21969788.99,184017.75,1163531.64,0,1737502.71,272071.97,39915009.02,3650.58
NY,36103,SUFFOLK,88150.51,362999732.8,113341665.8,5884493.3,6818874.06,0,16498120.52,9900294.78,210556284.3,19184.29
NY,36105,SULLIVAN,5604.27,21206802.62,9372300.31,0,424677.15,0,0,228092.64,11181732.52,1374.59
NY,36107,TIOGA,4724.71,11654117.1,6675708.99,0,382385.34,0,0,199255.66,4396767.11,1022.44
NY,36109,TOMPKINS,5174.86,14233972.93,7665824.86,0,788271.6,0,0,727413.62,5052462.85,1053.46
NY,36111,ULSTER,13360.05,45321143.67,16462182.87,0,3325940.13,0,0,1640611.24,23892409.43,2827.22
NY,36113,WARREN,6663.13,17255520.5,9273329.13,0,617105.05,0,0,451635.22,6913451.11,1354.59
NY,36115,WASHINGTON,6002.17,16005321.16,8260018.99,0,403133.54,0,0,480572.16,6861596.46,1166.5
NY,36117,WAYNE,7478.76,27389433.77,11462880.3,0,720750.38,0,0,549878.51,14655924.58,1939.84
NY,36119,WESTCHESTER,42359.23,193950323.9,53529733.99,4448114.58,5637428.4,0,2891368.87,7536959.68,119906718.4,8775.79
NY,36121,WYOMING,3543.96,12283998.5,5631613.01,0,304458.03,0,0,225917.02,6122010.44,950.41
NY,36123,YATES,2250.89,13478610.28,5134851.93,0,127878.06,0,0,120817.47,8095062.83,754.33
NC,37001,ALAMANCE,11358.17,42116044.12,19213989.09,0,1398297.51,0,0,655415.78,20848341.73,2264.98
NC,37003,ALEXANDER,2966.04,10789737.8,4968316.63,0,188401.7,0,0,210685.84,5422333.64,769.33
NC,37005,ALLEGHANY,1166.05,3595076.95,2063792.23,0,10454.05,0,0,192416.28,1328414.39,244.11
NC,37007,ANSON,2009.43,7350101.46,4054706.65,0,83281.58,0,0,51167.41,3160945.81,455.2
NC,37009,ASHE,2558.93,8464220.35,5377594.42,0,142549.49,0,0,82138.81,2861937.63,661.29
NC,37011,AVERY,1395.6,6041599.68,2512444.39,0,261482.92,0,0,195971.27,3071701.1,474.2
NC,37013,BEAUFORT,4581.4,17990191.49,11660465.96,0,643742.91,0,0,304261.74,5381720.87,937.41
NC,37015,BERTIE,1184.42,5296551.04,3108243.11,0,108863.83,0,0,12244.58,2067199.51,245.11
NC,37017,BLADEN,2906.05,14767954.01,9220419.84,0,411410.56,0,0,68896.59,5067227.02,739.32
NC,37019,BRUNSWICK,12847.02,38077225.19,26380761.55,0,1409538.23,0,0,1019363.38,9267562.03,2558.11
NC,37021,BUNCOMBE,21565.2,122385917.6,47960871.7,2493538.9,3113201.86,0,3330751.19,1458547.37,64029006.56,6445.79
NC,37023,BURKE,7538.58,30706120.73,15830392.27,0,876114.32,0,0,270521.97,13729092.16,2251.97
NC,37025,CABARRUS,12366.2,49888152.47,22726594.51,0,2601677.68,0,0,586665.81,23973214.47,3342.44
NC,37027,CALDWELL,6969.01,26849300.82,14041259.3,0,685523.38,0,0,249936.29,11872581.86,1850.8
NC,37029,CAMDEN,1154.35,5167650.29,3832717.74,0,272673.99,0,0,19502.66,1042755.9,132.06
NC,37031,CARTERET,9343.69,43484637.22,30400810.91,0,1364372.42,0,0,928437.31,10791016.59,2130.92
NC,37033,CASWELL,2268.9,9315475.25,5070084.6,0,251424.6,0,0,23328.14,3970637.91,489.21
NC,37035,CATAWBA,11967.25,46166333.7,22498814.82,0,1603235.27,0,0,613598.52,21450685.09,3289.42
NC,37037,CHATHAM,5245.91,14358822.86,7815645.65,0,1018490.53,0,0,470060.13,5054626.55,760.33
NC,37039,CHEROKEE,2930.62,13426221.07,7648343.92,0,176918.79,0,0,64130.27,5536828.09,806.35
NC,37041,CHOWAN,1399.58,5198990.4,3588276.05,0,199193.19,0,0,27754.35,1383766.82,206.09
NC,37043,CLAY,1159.82,4886710.32,2888553.42,0,89389.08,0,0,61139.46,1847628.36,335.14
NC,37045,CLEVELAND,8815.57,32674318.06,17771675.88,0,1152085.66,0,0,344619.42,13405937.1,2018.87
NC,37047,COLUMBUS,4390.17,22008606.78,13688285.64,0,585283.93,0,0,87477.31,7647559.91,1178.51
NC,37049,CRAVEN,12603.29,57437301.02,41209147.7,0,3879534.7,0,349417.84,1119674.41,10879526.36,1904.82
NC,37051,CUMBERLAND,45161.79,375377283.4,247763542,0,26880425.94,0,2421739.27,4160241.68,94151334.54,15900.87
NC,37053,CURRITUCK,3212.48,9753150.79,7044323.91,0,330691.35,0,0,586970.4,1791165.14,300.13
NC,37055,DARE,4126.32,7044993,4802943.97,0,174747.81,0,0,263524.21,1803777.02,299.13
NC,37057,DAVIDSON,13630.07,45484833.44,20811334.41,0,1515647.83,0,0,409534.43,22748316.77,3303.43
NC,37059,DAVIE,3278.68,11136655.79,5871946.84,0,296800.68,0,0,164470.94,4803437.33,891.39
NC,37061,DUPLIN,3798.92,19164614.11,11041641.95,0,670832.67,0,0,419271.36,7032868.13,964.42
NC,37063,DURHAM,16894.47,137238641.5,36303975.82,12025546.84,3194556.5,0,7615232.88,994629.7,77104699.79,4199.81
NC,37065,EDGECOMBE,3447.28,18070521.58,11559997.73,0,494732.47,0,0,279244.53,5736546.85,804.35
NC,37067,FORSYTH,24202.73,139780688.8,50502301.39,117771.25,6710998.85,0,44880296.61,2275009.35,35294311.36,6123.65
NC,37069,FRANKLIN,4349.79,15668034.74,8499833.03,0,699210.43,0,0,111583.61,6357407.67,844.36
NC,37071,GASTON,17899.42,58509680.94,29333704.72,0,1845133.38,0,0,998689.23,26332153.6,3974.72
NC,37073,GATES,1011.79,3728703.53,2492272.05,0,243563.59,0,0,36420.57,956447.32,177.08
NC,37075,GRAHAM,764.02,3265580.39,1754770.95,0,61607.8,0,0,31743.02,1417458.61,196.08
NC,37077,GRANVILLE,4364.74,18060251.67,8636701.07,0,1187778.03,0,0,457782.45,7777990.12,856.37
NC,37079,GREENE,1650.08,6725434.16,4583252.1,0,298157.26,0,0,30109.3,1813915.5,303.13
NC,37081,GUILFORD,34206.81,113693857.1,59216636.03,0,8721045.98,0,0,2749677.43,43006497.61,6316.73
NC,37083,HALIFAX,4140.68,20572935.76,12395913.73,0,524031.4,0,0,343335.89,7309654.74,911.39
NC,37085,HARNETT,11388.84,59739239.17,36913348.91,0,3794807.56,0,0,678234.99,18352847.71,2904.26
NC,37087,HAYWOOD,6863.25,28388706.73,15763357.63,0,658930.02,0,0,344757.3,11621661.77,1567.68
NC,37089,HENDERSON,11523.36,36762081.88,19229752.13,0,753933.11,0,0,1063744.2,15714652.44,2412.04
NC,37091,HERTFORD,1663.16,8542674.56,5271672.99,0,266739.96,0,0,56106.75,2948154.86,306.13
NC,37093,HOKE,4212.81,31572079.2,20960526.84,0,3342520.14,0,0,61974.31,7207057.91,1535.66
NC,37095,HYDE,361.75,1652368.14,1221924.57,0,54443.91,0,0,12312.64,363687.02,50.02
NC,37097,IREDELL,12566.83,42612643.4,19865632.02,0,1788461.55,0,0,861942.72,20096607.1,3148.36
NC,37099,JACKSON,3533.42,13459001.5,7703983.82,0,588792.11,0,0,142757.67,5023467.89,713.31
NC,37101,JOHNSTON,12869.66,47062357.02,27238665.56,0,2595844.19,0,0,382159.02,16845688.26,2369.02
NC,37103,JONES,1065.77,5406024.91,4247110.49,0,206164.54,0,0,60444.19,892305.7,205.09
NC,37105,LEE,5230.22,23032819.42,14381060.44,0,1732661.6,0,0,494421.61,6424675.76,1044.45
NC,37107,LENOIR,5043.57,27246966,18531033.58,0,997502.1,0,0,289667.49,7428762.82,1252.54
NC,37109,LINCOLN,5676.4,18688491.27,8463490.32,0,415849.01,0,0,224474.85,9584677.08,1470.64
NC,37111,MC DOWELL,3886.88,26885109.31,11262946.72,0,406128.78,0,0,64205.34,15151828.47,1523.66
NC,37113,MACON,4177.54,15818527.14,8847726.29,0,320840.16,0,0,304295.74,6345664.94,1170.51
NC,37115,MADISON,1870.92,8977070.75,4360919.04,0,193804.36,0,0,100554.64,4321792.71,504.22
NC,37117,MARTIN,1960.23,9352487,5732495.98,0,129809.45,0,0,98856.88,3391324.68,512.22
NC,37119,MECKLENBURG,55048.57,176589808.7,86410897.57,0,13183577.49,0,0,4215490.62,72779843.01,10804.67
NC,37121,MITCHELL,1307.16,7593796.99,3728907.09,0,158088.83,0,0,61557.45,3645243.62,470.2
NC,37123,MONTGOMERY,2246.33,11523916.2,5266978.06,0,1531975.82,0,0,124583.93,4600378.4,601.26
NC,37125,MOORE,10749.94,34087615.61,23770678.65,0,1684264.38,0,0,1110346.56,7522326.02,1843.8
NC,37127,NASH,8112.79,29914660.34,17769291.25,0,1110963.6,0,0,582344.74,10452060.76,1459.63
NC,37129,NEW HANOVER,19122.98,55679435.69,37423172.35,0,4839888.84,0,36515.97,1205141.71,12174716.82,3071.33
NC,37131,NORTHAMPTON,1612.13,8260657.25,4264298.26,0,154658.1,0,0,53455.68,3788245.21,367.16
NC,37133,ONSLOW,18192,144871582.8,113696492.2,0,12387912.32,0,0,1655016.11,17132162.12,3804.64
NC,37135,ORANGE,7640.72,26488421.78,12080242.09,0,1461476.13,0,0,921282.61,12025420.94,1170.51
NC,37137,PAMLICO,1495.46,6535385.9,4478813.63,0,214446.99,0,0,79172.51,1762952.78,297.13
NC,37139,PASQUOTANK,4061.24,16030105.33,10901423.75,0,1232514.6,0,0,231721.41,3664445.57,536.23
NC,37141,PENDER,6124.21,18585422.08,13388399.94,0,1014146.4,0,0,159954.09,4022921.64,1043.45
NC,37143,PERQUIMANS,1610.63,5074526.56,3225502.17,0,164891.91,0,0,47251.18,1636881.3,210.09
NC,37145,PERSON,3417.79,13817480.68,6835032.55,0,255300.41,0,0,88086.95,6639060.76,770.33
NC,37147,PITT,10614.21,48276460.68,31131075.7,0,4493819.72,0,0,554753.33,12096811.93,2000.86
NC,37149,POLK,2702.28,7444379.6,3928634.35,0,53756.09,0,0,482118.32,2979870.85,447.19
NC,37151,RANDOLPH,11216.99,40529776.42,20973915.44,0,3095710.59,0,0,206462.47,16253687.92,2416.04
NC,37153,RICHMOND,3884.37,25241211.05,15906827.62,0,608541.22,0,0,120608.56,8605233.65,1483.64
NC,37155,ROBESON,8937.47,44712247.67,26552167.79,0,1711996.17,0,0,335853.23,16112230.47,2487.07
NC,37157,ROCKINGHAM,8871.79,25353616,14701272.07,0,666306.03,0,0,288957.04,9697080.86,1601.69
NC,37159,ROWAN,12185.69,106072035.4,32629324.26,143166.85,1587966.83,0,16364218.08,666172.85,54681186.53,4660.01
NC,37161,RUTHERFORD,5727.83,30566941.8,15578102.76,0,481460.63,0,0,419632.9,14087745.52,1814.78
NC,37163,SAMPSON,4579.2,26220055.11,16125193.92,0,591802.9,0,0,426054.55,9077003.75,1434.62
NC,37165,SCOTLAND,3147.33,15648671.02,9285726.4,0,1870038.8,0,0,127822.2,4365083.62,827.36
NC,37167,STANLY,4985.92,17455483.18,8453079.06,0,594764.28,0,0,112961.61,8294678.23,1189.51
NC,37169,STOKES,4228.53,12146709.24,6798227,0,368395.29,0,0,49992.66,4930094.3,899.39
NC,37171,SURRY,5589.41,25325475.84,14495277.09,0,636000.75,0,0,224890.82,9969307.18,1861.8
NC,37173,SWAIN,1373.81,6407179.22,4145549.59,0,138142.66,0,0,63802.23,2059684.74,305.13
NC,37175,TRANSYLVANIA,3677.99,12396332.37,6814036.55,0,130428.29,0,0,398952.89,5052914.64,769.33
NC,37177,TYRRELL,349.43,798297.85,560063.43,0,53815.46,0,0,92.5,184326.46,37.02
NC,37179,UNION,11958.32,36335693.42,19239584.83,0,2291907.43,0,0,621143.93,14183057.22,2293.99
NC,37181,VANCE,3021.34,17736823.58,8230773.03,0,533948.25,0,0,87670.94,8884431.37,883.38
NC,37183,WAKE,53152.76,160403054.6,86998754.84,0,15523847.14,0,20665.95,4821846.72,53037939.99,8163.53
NC,37185,WARREN,1697.72,9236295.65,4525934.35,0,149702.51,0,0,147045.01,4413613.77,463.2
NC,37187,WASHINGTON,987.25,4456635.33,2755728.46,0,156899.06,0,0,7234.49,1536773.32,177.08
NC,37189,WATAUGA,3639.54,12496625.64,6564759.44,0,1146829.85,0,0,235742.39,4549293.97,805.35
NC,37191,WAYNE,13776.19,61397383.83,44431214.44,0,3148578.54,0,0,461686.53,13355904.32,2494.08
NC,37193,WILKES,5096.16,23366734.17,13095365.31,0,490564.23,0,0,230222.78,9550581.85,1493.65
NC,37195,WILSON,6118.86,27619689.16,18027682.28,0,934634.68,0,0,296708.87,8360663.33,1140.49
NC,37197,YADKIN,3093.74,11890492.85,5313168.93,0,228075.05,0,0,75147.62,6274101.24,857.37
NC,37199,YANCEY,1998.21,9935159.34,5322046.76,0,112549.18,0,0,144890.66,4355672.74,554.24
ND,38001,ADAMS,201.36,809569.53,398090.46,0,25217.75,0,0,27726.83,358534.48,87.04
ND,38003,BARNES,1078.14,4188451.57,1972108.43,0,69942.69,0,0,136681.11,2009719.33,368.16
ND,38005,BENSON,395.45,2217888.51,1205756.43,0,24799.9,0,0,8530.55,978801.62,138.06
ND,38007,BILLINGS,123.03,186879.34,137770.07,0,5568.29,0,0,229.22,43311.77,23.01
